Timestamp,Open,High,Low,Close,Volume
61,106.22,106.57,105.33,105.46,1300.07
62,105.46,108.19,101.54,104.94,1484.4
63,104.94,108.05,104.92,105.56,927.33
64,105.56,110.07,102.36,105.88,611.95
65,105.88,108.72,103.42,104.22,1090.16
66,104.22,107.65,100.46,102.46,981.26
67,102.46,106.76,101.58,103.17,648.02
68,103.17,103.22,102.45,103.12,608.04
69,103.12,103.35,102.68,102.86,328.25
70,102.86,104.19,102.19,102.49,847.03
71,102.49,103.15,101.59,102.0,591.21
72,102.0,102.24,100.8,101.34,676.35
73,101.34,101.49,100.68,101.27,692.37
74,101.27,101.33,100.58,100.93,602.04
75,100.93,101.44,100.15,100.43,879.81
76,100.43,101.62,98.94,100.85,942.21
77,100.85,102.21,98.79,100.14,1099.5
78,100.14,101.11,99.42,99.73,699.71
79,99.73,100.77,98.99,99.59,1005.95
80,99.59,99.73,99.53,99.7,837.19
81,99.7,99.98,98.99,99.39,1037.09
82,99.39,99.5,98.6,99.11,563.68
83,99.11,99.3,98.12,98.51,560.41
84,98.51,98.66,97.16,97.69,778.99
85,97.69,98.02,96.72,97.66,384.81
86,97.66,98.33,95.86,96.7,582.56
87,96.7,97.47,95.31,96.57,1196.22
88,96.57,97.78,95.62,97.11,834.99
89,97.11,97.29,96.41,96.96,737.32
90,99.6,99.65,98.36,98.53,1186.03
91,98.53,98.63,97.9,98.48,1150.51
92,98.48,98.73,96.83,97.73,329.73
93,97.73,98.63,97.01,97.79,873.71
94,97.79,98.33,96.83,97.31,1114.33
95,95.0,95.14,93.8,94.53,405.19
96,94.53,94.89,93.64,94.14,1019.72
97,94.14,94.59,93.23,93.85,469.76
98,93.85,94.75,93.68,93.84,963.35
99,93.84,94.02,93.28,93.56,613.25
100,93.56,94.38,91.38,92.49,988.63
101,92.49,92.99,92.26,92.49,498.94
102,92.49,93.47,91.45,91.84,676.17
103,91.84,92.6,89.76,90.86,1101.25
104,90.86,92.28,89.24,90.72,494.67
105,90.72,91.23,90.14,90.56,661.98
106,90.56,91.1,89.1,89.66,500.73
107,89.66,90.21,88.08,88.55,420.76
108,88.55,88.63,87.57,87.81,1196.18
109,86.55,86.78,86.21,86.48,684.79
110,86.48,86.99,85.64,86.18,1006.47
111,86.18,86.8,84.22,85.52,436.09
112,85.52,86.74,85.05,85.83,873.44
113,85.83,87.22,84.59,86.08,572.47
114,86.08,87.11,85.21,86.35,358.97
115,86.35,86.56,85.65,86.48,914.33
116,86.48,86.99,86.25,86.84,446.85
117,86.84,87.41,86.33,87.04,427.85
118,87.04,88.09,86.96,87.32,723.26
119,87.32,88.64,87.06,87.68,357.16
120,87.68,88.83,87.21,88.36,452.46
121,88.36,89.57,87.78,89.1,1188.88
122,89.1,90.02,88.42,89.39,708.65
123,86.85,87.81,86.75,86.98,403.26
124,86.98,87.99,86.16,87.43,671.42
125,87.43,88.98,87.19,87.64,938.53
126,87.64,88.96,87.26,88.43,614.62
127,88.43,89.86,88.28,89.01,940.22
128,89.01,89.77,88.41,89.19,539.03
129,89.19,89.82,88.76,89.79,783.45
130,89.79,91.39,88.51,90.12,402.75
131,87.48,88.57,86.48,88.22,472.88
132,88.22,89.34,87.61,88.6,386.87
133,88.6,90.39,87.51,89.5,682.73
134,89.5,90.49,89.0,90.1,1157.77
135,90.1,90.42,90.08,90.37,859.68
136,90.37,90.74,89.54,90.61,1078.34
137,90.61,91.46,90.53,91.16,402.84
138,91.16,91.5,90.73,91.21,844.88
139,91.21,92.56,89.89,91.47,538.55
140,91.47,92.27,91.22,91.85,714.48
141,89.23,90.13,89.04,89.78,449.78
142,89.78,90.24,88.95,89.97,480.29
143,89.97,90.74,89.86,90.09,443.92
144,90.09,90.63,89.81,90.48,976.85
145,90.48,91.55,90.28,91.12,1090.54
146,91.12,91.32,90.28,90.99,718.63
147,90.99,91.84,90.66,91.16,809.65
148,91.16,92.45,89.35,90.62,1018.22
149,90.62,91.92,90.24,91.3,715.61
150,91.3,92.88,90.42,91.29,904.36
151,91.29,91.6,90.97,91.42,317.48
152,91.42,91.5,90.79,91.04,844.55
153,91.04,91.64,90.86,91.15,1071.45
154,91.15,91.41,90.74,91.33,578.6
155,91.33,92.59,90.63,91.84,1128.64
156,91.84,92.11,91.54,92.03,684.32
157,92.03,92.78,91.57,91.71,1145.44
158,91.71,91.95,91.21,91.73,419.77
159,91.73,92.14,91.59,91.78,1133.91
160,93.56,94.18,92.81,93.71,335.18
161,93.71,94.11,93.24,93.47,808.86
162,93.47,93.66,93.02,93.32,448.0
163,94.68,95.97,94.62,95.11,958.32
164,95.11,96.14,94.32,95.34,666.11
165,95.34,95.78,95.07,95.6,965.74
166,95.6,96.03,95.25,95.39,894.13
167,95.39,95.92,95.01,95.28,508.48
168,95.28,95.86,95.19,95.27,514.09
169,95.27,95.29,94.61,95.01,770.93
170,95.01,95.11,94.34,94.51,544.4
171,94.51,94.74,94.31,94.56,794.97
172,94.56,95.33,94.24,94.88,359.75
173,94.88,95.41,94.74,94.96,992.32
174,94.96,95.05,94.1,94.65,1061.83
175,94.65,95.15,94.0,94.65,797.32
176,94.65,94.91,94.38,94.47,1124.78
177,94.47,95.45,93.91,94.85,328.63
178,94.85,95.21,94.1,94.47,1146.61
179,94.47,94.66,94.12,94.56,353.7
180,94.56,94.86,93.73,94.63,445.09
181,94.63,94.86,94.05,94.52,814.78
182,94.52,94.75,94.2,94.3,797.41
183,94.3,94.96,93.88,94.4,601.02
184,94.4,95.14,94.05,94.27,1129.91
185,94.27,94.39,94.05,94.16,828.85
186,94.16,94.78,94.08,94.25,746.29
187,94.25,94.71,93.55,94.46,382.86
188,94.46,95.07,93.79,94.33,1125.7
189,91.74,92.21,91.43,91.97,927.64
190,91.97,92.58,91.3,92.43,642.71
191,92.43,92.69,90.99,91.86,947.86
192,91.86,92.06,91.42,91.73,328.85
193,91.73,92.06,91.67,91.69,1098.84
194,91.69,92.27,91.31,91.51,600.59
195,91.51,92.5,90.85,92.07,368.66
196,92.07,92.69,91.67,92.4,798.87
197,92.4,93.26,91.61,92.65,734.11
198,92.65,94.12,91.22,93.23,439.67
199,93.23,94.81,92.63,93.78,968.39
200,93.78,94.67,92.82,93.65,362.2
201,93.65,95.0,92.32,94.51,530.43
202,94.51,95.52,94.14,94.99,847.27
203,94.99,95.74,94.31,94.72,636.04
204,94.72,96.18,94.56,95.58,819.91
205,95.58,96.05,95.46,95.76,1038.64
206,95.76,96.28,95.31,95.73,1033.25
207,97.34,98.76,96.66,98.23,487.02
208,98.23,99.73,97.32,99.16,1008.64
209,99.16,100.93,99.02,99.95,306.34
210,99.95,102.17,98.41,100.65,897.58
211,100.65,100.83,100.37,100.74,329.17
212,100.74,101.36,100.66,100.87,1110.7
213,100.87,102.0,99.44,101.91,933.38
214,101.91,102.91,101.24,101.38,398.93
215,101.38,103.67,100.29,102.13,786.9
216,102.13,103.36,101.23,102.24,306.13
217,102.24,102.58,101.91,102.54,990.06
218,102.54,103.8,100.89,102.66,649.24
219,102.66,103.17,102.58,102.71,550.56
220,102.71,103.85,102.41,102.89,851.65
221,102.89,103.72,101.43,103.61,392.96
222,103.61,104.76,103.25,104.49,588.9
223,104.49,104.94,104.42,104.6,466.9
224,104.6,105.85,103.4,104.83,1005.61
225,104.83,105.02,104.33,104.96,930.04
226,104.96,105.49,104.14,104.75,1030.22
227,104.75,105.01,104.52,104.75,562.18
228,104.75,104.89,104.44,104.53,835.71
229,104.53,105.77,103.61,105.08,391.01
230,105.08,105.1,104.72,105.03,1179.55
231,105.03,105.54,104.86,104.97,883.68
232,104.97,105.23,104.45,104.84,439.85
233,102.06,102.85,101.6,102.26,393.06
234,102.26,102.75,102.21,102.44,698.21
235,102.44,102.83,101.37,102.15,463.29
236,102.15,102.94,101.81,101.97,546.14
237,101.97,102.37,100.78,101.49,456.18
238,101.49,102.48,100.79,101.81,744.5
239,101.81,102.31,100.97,101.52,789.04
240,101.52,101.6,100.74,101.18,1147.02
241,101.18,101.24,100.68,101.14,993.2
242,101.14,101.39,100.17,101.14,370.88
243,101.14,101.89,100.9,101.31,334.25
244,101.31,101.54,100.81,101.23,1147.68
245,101.23,101.65,101.12,101.19,642.44
246,101.19,101.84,100.84,101.1,421.27
247,101.1,101.56,99.86,100.62,1000.19
248,100.62,100.73,99.97,100.49,837.32
249,100.49,100.82,100.37,100.68,805.76
250,100.68,100.86,100.16,100.65,475.13
251,100.65,101.02,100.33,100.95,622.49
252,100.95,101.3,100.81,101.11,388.13
