TimestampUtcMs,Open,High,Low,Close,Volume
1735696620000,93594.42000000,93617.19000000,93594.42000000,93617.18000000,2.76611000
1735696680000,93617.19000000,93622.13000000,93617.18000000,93620.00000000,2.23309000
1735696740000,93620.00000000,93620.00000000,93607.73000000,93607.74000000,1.22119000
1735696800000,93607.74000000,93657.97000000,93594.56000000,93657.97000000,5.39956000
1735696860000,93657.97000000,93686.92000000,93657.96000000,93686.92000000,4.60508000
1735696920000,93686.92000000,93707.44000000,93670.97000000,93676.65000000,5.52337000
1735696980000,93676.65000000,93776.62000000,93676.64000000,93776.62000000,9.75157000
1735697040000,93777.31000000,93779.99000000,93753.19000000,93753.19000000,2.16501000
1735697100000,93753.20000000,93776.34000000,93753.19000000,93754.95000000,1.70633000
1735697160000,93754.95000000,93766.66000000,93754.94000000,93754.95000000,1.72027000
1735697220000,93754.96000000,93754.96000000,93712.14000000,93712.14000000,6.38597000
1735697280000,93712.15000000,93748.62000000,93674.02000000,93676.95000000,10.01193000
1735697340000,93676.96000000,93683.40000000,93676.95000000,93682.94000000,2.84726000
1735697400000,93682.94000000,93750.99000000,93676.96000000,93750.98000000,13.68838000
1735697460000,93750.98000000,93805.04000000,93750.98000000,93768.01000000,20.70691000
1735697520000,93768.01000000,93768.02000000,93751.12000000,93751.13000000,5.14141000
1735697580000,93751.12000000,93796.72000000,93751.12000000,93765.82000000,4.96426000
1735697640000,93765.82000000,93800.00000000,93765.82000000,93800.00000000,10.09958000
1735697700000,93800.00000000,93805.16000000,93753.37000000,93753.38000000,7.16451000
1735697760000,93753.38000000,93760.51000000,93753.01000000,93760.51000000,1.72954000
1735697820000,93760.51000000,93772.92000000,93689.48000000,93701.98000000,6.35867000
1735697880000,93701.99000000,93722.79000000,93701.98000000,93722.79000000,1.90064000
1735697940000,93722.79000000,93765.42000000,93722.79000000,93765.41000000,6.04661000
1735698000000,93765.42000000,93773.19000000,93732.03000000,93732.04000000,2.92534000
1735698060000,93732.03000000,93732.04000000,93709.90000000,93709.91000000,2.43608000
1735698120000,93709.91000000,93722.45000000,93702.61000000,93722.45000000,4.68874000
1735698180000,93722.45000000,93738.98000000,93715.98000000,93738.98000000,1.02908000
1735698240000,93738.98000000,93749.99000000,93716.80000000,93716.81000000,2.00805000
1735698300000,93716.81000000,93716.81000000,93716.80000000,93716.81000000,1.55511000
1735698360000,93716.81000000,93716.81000000,93716.80000000,93716.81000000,0.82284000
1735698420000,93716.81000000,93716.81000000,93715.98000000,93715.98000000,2.60815000
1735698480000,93715.98000000,93716.00000000,93702.62000000,93716.00000000,5.44655000
1735698540000,93716.00000000,93742.52000000,93715.99000000,93742.52000000,1.49912000
1735698600000,93742.51000000,93799.36000000,93742.51000000,93799.35000000,1.74149000
1735698660000,93799.35000000,93799.36000000,93757.53000000,93778.18000000,3.81265000
1735698720000,93778.18000000,93787.71000000,93777.07000000,93787.71000000,0.57631000
1735698780000,93787.70000000,93787.71000000,93765.13000000,93765.14000000,1.48471000
1735698840000,93765.14000000,93773.61000000,93765.13000000,93773.61000000,6.30471000
1735698900000,93773.61000000,93804.00000000,93773.60000000,93804.00000000,1.81904000
1735698960000,93804.00000000,93804.38000000,93803.99000000,93804.37000000,1.22463000
1735699020000,93804.38000000,93821.74000000,93804.37000000,93821.74000000,2.58019000
1735699080000,93821.92000000,93880.00000000,93821.92000000,93880.00000000,1.31624000
1735699140000,93880.00000000,93880.00000000,93854.71000000,93879.99000000,5.38586000
1735699200000,93879.99000000,93896.00000000,93855.17000000,93896.00000000,3.66296000
1735699260000,93896.00000000,93896.07000000,93895.99000000,93896.06000000,1.52393000
1735699320000,93896.07000000,93896.07000000,93896.06000000,93896.07000000,1.34124000
1735699380000,93896.07000000,93921.27000000,93896.07000000,93904.00000000,4.60393000
1735699440000,93904.01000000,93921.86000000,93904.00000000,93921.86000000,2.45601000
1735699500000,93921.86000000,93955.26000000,93912.00000000,93912.00000000,2.07431000
1735699560000,93912.01000000,93948.00000000,93912.00000000,93938.89000000,3.38168000
1735699620000,93938.88000000,93938.89000000,93938.87000000,93938.88000000,0.64426000
1735699680000,93938.88000000,93965.20000000,93938.88000000,93948.00000000,3.84915000
1735699740000,93948.00000000,93950.87000000,93934.22000000,93934.22000000,0.74753000
1735699800000,93934.22000000,93967.68000000,93934.21000000,93967.68000000,3.48864000
1735699860000,93967.68000000,94000.00000000,93965.82000000,93999.99000000,4.05051000
1735699920000,93999.99000000,94105.12000000,93999.99000000,94080.00000000,32.24289000
1735699980000,94080.01000000,94080.01000000,94064.09000000,94064.12000000,10.56996000
1735700040000,94064.12000000,94064.12000000,94040.00000000,94040.01000000,4.42584000
1735700100000,94040.01000000,94080.69000000,94040.00000000,94080.68000000,5.19817000
1735700160000,94080.69000000,94083.48000000,94055.50000000,94070.37000000,4.29494000
1735700220000,94070.37000000,94070.37000000,94046.83000000,94046.84000000,4.11401000
1735700280000,94046.83000000,94074.07000000,94046.83000000,94074.07000000,2.33604000
1735700340000,94074.07000000,94098.91000000,94074.06000000,94098.91000000,2.59270000
1735700400000,94098.90000000,94098.91000000,94049.47000000,94049.47000000,7.50148000
1735700460000,94049.46000000,94049.46000000,93980.35000000,93980.36000000,4.83642000
1735700520000,93980.36000000,93994.74000000,93959.89000000,93959.90000000,5.96447000
1735700580000,93959.89000000,93983.71000000,93959.89000000,93983.71000000,2.93797000
1735700640000,93983.71000000,93992.00000000,93983.71000000,93988.45000000,2.33290000
1735700700000,93988.45000000,93999.99000000,93984.87000000,93999.36000000,2.82994000
1735700760000,93999.36000000,93999.36000000,93973.64000000,93976.28000000,3.35685000
1735700820000,93976.28000000,94050.50000000,93965.31000000,94006.82000000,9.65071000
1735700880000,94006.83000000,94006.83000000,93982.00000000,93982.00000000,1.40349000
1735700940000,93982.01000000,93982.01000000,93974.79000000,93982.00000000,4.35600000
1735701000000,93982.00000000,93982.00000000,93971.63000000,93971.64000000,6.70357000
1735701060000,93971.63000000,93992.80000000,93971.63000000,93983.39000000,9.67745000
1735701120000,93983.39000000,93983.40000000,93976.00000000,93976.00000000,2.00607000
1735701180000,93976.00000000,93976.01000000,93976.00000000,93976.00000000,0.95050000
1735701240000,93976.01000000,93976.01000000,93976.00000000,93976.01000000,0.55747000
1735701300000,93976.01000000,93976.01000000,93942.70000000,93942.70000000,2.62708000
1735701360000,93942.70000000,93942.71000000,93904.00000000,93904.01000000,3.24648000
1735701420000,93904.01000000,93904.01000000,93832.13000000,93851.99000000,7.88290000
1735701480000,93851.99000000,93864.47000000,93851.99000000,93864.46000000,2.54112000
1735701540000,93864.47000000,93864.47000000,93849.70000000,93849.70000000,1.97272000
1735701600000,93849.71000000,93849.71000000,93800.00000000,93800.00000000,4.53858000
1735701660000,93800.00000000,93826.56000000,93766.23000000,93826.55000000,9.77095000
1735701720000,93826.55000000,93856.00000000,93825.83000000,93830.89000000,3.20350000
1735701780000,93830.89000000,93846.06000000,93830.88000000,93838.52000000,2.86286000
1735701840000,93838.52000000,93838.53000000,93830.88000000,93830.88000000,1.82956000
1735701900000,93830.89000000,93848.98000000,93830.88000000,93838.25000000,2.59128000
1735701960000,93838.26000000,93847.36000000,93838.25000000,93847.35000000,1.20723000
1735702020000,93847.36000000,93847.36000000,93830.89000000,93830.90000000,1.78664000
1735702080000,93830.89000000,93830.90000000,93830.89000000,93830.90000000,0.80860000
1735702140000,93830.90000000,93830.90000000,93830.89000000,93830.89000000,0.55368000
1735702200000,93830.90000000,93848.00000000,93830.89000000,93848.00000000,2.94448000
1735702260000,93848.00000000,93848.00000000,93840.50000000,93840.50000000,0.97440000
1735702320000,93840.51000000,93840.51000000,93833.25000000,93833.26000000,2.33707000
1735702380000,93833.26000000,93842.00000000,93833.25000000,93840.54000000,5.74624000
1735702440000,93840.55000000,93840.55000000,93828.01000000,93829.13000000,5.10242000
1735702500000,93829.13000000,93829.13000000,93828.02000000,93828.02000000,3.90316000
1735702560000,93828.03000000,93828.03000000,93809.30000000,93809.30000000,2.31151000
1735702620000,93809.30000000,93809.30000000,93800.00000000,93800.01000000,2.05784000
1735702680000,93800.01000000,93810.30000000,93800.00000000,93810.30000000,3.24275000
1735702740000,93810.30000000,93850.31000000,93810.29000000,93850.31000000,1.86436000
1735702800000,93850.31000000,93852.30000000,93840.81000000,93840.82000000,4.04266000
1735702860000,93840.81000000,93852.30000000,93840.00000000,93840.00000000,3.17882000
1735702920000,93840.00000000,93840.01000000,93840.00000000,93840.00000000,0.72578000
1735702980000,93840.01000000,93891.15000000,93840.00000000,93887.99000000,27.42825000
1735703040000,93888.00000000,93888.00000000,93857.03000000,93857.04000000,1.97675000
1735703100000,93857.03000000,93857.03000000,93829.12000000,93854.37000000,8.20525000
1735703160000,93854.37000000,93854.37000000,93854.36000000,93854.37000000,0.59367000
1735703220000,93854.37000000,93867.35000000,93761.76000000,93761.76000000,10.71437000
1735703280000,93761.76000000,93761.77000000,93731.32000000,93731.32000000,1.88415000
1735703340000,93731.32000000,93786.19000000,93728.22000000,93786.19000000,4.01898000
1735703400000,93786.18000000,93812.00000000,93786.18000000,93805.56000000,1.23773000
1735703460000,93805.57000000,93805.57000000,93792.28000000,93792.28000000,1.39868000
1735703520000,93792.28000000,93801.66000000,93792.28000000,93801.65000000,3.01218000
1735703580000,93801.65000000,93801.66000000,93801.65000000,93801.66000000,0.90479000
1735703640000,93801.66000000,93801.66000000,93801.65000000,93801.66000000,1.72574000
1735703700000,93801.66000000,93801.66000000,93801.65000000,93801.65000000,0.41054000
1735703760000,93801.65000000,93826.99000000,93801.65000000,93826.98000000,2.56710000
1735703820000,93826.98000000,93838.04000000,93826.98000000,93838.04000000,2.49829000
1735703880000,93838.03000000,93838.04000000,93838.03000000,93838.04000000,0.66223000
1735703940000,93838.03000000,93838.04000000,93838.03000000,93838.04000000,0.83436000
1735704000000,93838.04000000,93838.04000000,93793.44000000,93793.44000000,3.99744000
1735704060000,93793.45000000,93793.45000000,93760.10000000,93760.10000000,2.45114000
1735704120000,93760.10000000,93760.11000000,93733.28000000,93750.52000000,3.79213000
1735704180000,93750.52000000,93750.53000000,93750.52000000,93750.52000000,0.55980000
1735704240000,93750.52000000,93797.96000000,93750.52000000,93797.95000000,44.09656000
1735704300000,93797.96000000,93797.96000000,93797.95000000,93797.96000000,1.75748000
1735704360000,93797.96000000,93797.96000000,93776.00000000,93776.01000000,3.95336000
1735704420000,93776.01000000,93776.01000000,93763.05000000,93763.05000000,1.13719000
1735704480000,93763.04000000,93763.05000000,93753.00000000,93753.00000000,1.39533000
1735704540000,93753.01000000,93753.01000000,93727.36000000,93727.36000000,4.31587000
1735704600000,93727.37000000,93727.37000000,93689.96000000,93704.15000000,7.84795000
1735704660000,93704.14000000,93704.66000000,93698.01000000,93704.66000000,4.80942000
1735704720000,93704.65000000,93704.65000000,93690.47000000,93690.48000000,1.19101000
1735704780000,93690.47000000,93714.05000000,93690.47000000,93712.47000000,5.56872000
1735704840000,93712.47000000,93715.95000000,93711.18000000,93711.19000000,0.59523000
1735704900000,93711.18000000,93711.19000000,93702.03000000,93702.04000000,4.52094000
1735704960000,93702.04000000,93718.23000000,93702.03000000,93718.23000000,2.93012000
1735705020000,93718.22000000,93718.23000000,93679.21000000,93679.21000000,2.07833000
1735705080000,93679.08000000,93696.89000000,93679.07000000,93696.88000000,6.82771000
1735705140000,93696.89000000,93705.74000000,93696.88000000,93705.73000000,4.59378000
1735705200000,93705.74000000,93771.99000000,93705.74000000,93755.36000000,4.59819000
1735705260000,93755.36000000,93755.36000000,93722.86000000,93722.87000000,3.58235000
1735705320000,93722.86000000,93738.16000000,93722.86000000,93738.16000000,2.09043000
1735705380000,93738.16000000,93738.16000000,93697.46000000,93697.46000000,5.45187000
1735705440000,93697.46000000,93698.98000000,93688.53000000,93698.98000000,2.88640000
1735705500000,93698.98000000,93698.98000000,93698.97000000,93698.97000000,0.53348000
1735705560000,93698.98000000,93698.98000000,93690.89000000,93698.97000000,7.22921000
1735705620000,93698.97000000,93738.28000000,93698.97000000,93738.27000000,3.14706000
1735705680000,93738.27000000,93747.47000000,93738.27000000,93747.47000000,1.43707000
1735705740000,93747.47000000,93747.47000000,93738.09000000,93738.09000000,1.62910000
1735705800000,93738.09000000,93738.10000000,93714.41000000,93729.56000000,4.94535000
1735705860000,93729.56000000,93729.57000000,93725.56000000,93725.56000000,0.63584000
1735705920000,93725.57000000,93725.58000000,93725.56000000,93725.57000000,1.57930000
1735705980000,93725.57000000,93725.58000000,93708.03000000,93708.03000000,2.36444000
1735706040000,93708.03000000,93708.04000000,93674.18000000,93674.34000000,4.29895000
1735706100000,93674.33000000,93674.34000000,93668.95000000,93669.99000000,1.79414000
1735706160000,93669.99000000,93670.00000000,93620.55000000,93620.57000000,11.50861000
1735706220000,93620.57000000,93635.70000000,93616.82000000,93634.41000000,4.09973000
1735706280000,93634.40000000,93646.00000000,93631.02000000,93645.99000000,1.35530000
1735706340000,93645.99000000,93651.77000000,93638.53000000,93638.53000000,4.20789000
1735706400000,93638.53000000,93643.32000000,93626.11000000,93642.84000000,4.19415000
1735706460000,93642.83000000,93642.84000000,93639.24000000,93639.24000000,1.30782000
1735706520000,93639.24000000,93645.13000000,93639.24000000,93645.12000000,1.51488000
1735706580000,93645.13000000,93645.13000000,93645.12000000,93645.12000000,0.80832000
1735706640000,93645.13000000,93645.13000000,93645.12000000,93645.13000000,1.28052000
1735706700000,93645.12000000,93657.94000000,93645.12000000,93657.94000000,4.20960000
1735706760000,93657.94000000,93670.00000000,93656.21000000,93656.21000000,2.72540000
1735706820000,93656.22000000,93656.22000000,93607.86000000,93624.01000000,6.50353000
1735706880000,93624.01000000,93624.01000000,93620.51000000,93620.52000000,0.94684000
1735706940000,93620.52000000,93641.28000000,93620.52000000,93633.99000000,5.04102000
1735707000000,93633.98000000,93633.99000000,93626.75000000,93631.33000000,1.60216000
1735707060000,93631.33000000,93650.10000000,93631.32000000,93650.10000000,1.48739000
1735707120000,93650.10000000,93664.69000000,93650.10000000,93664.68000000,1.26661000
1735707180000,93664.69000000,93670.00000000,93650.66000000,93650.66000000,5.75231000
1735707240000,93650.67000000,93650.67000000,93648.99000000,93648.99000000,3.43178000
1735707300000,93648.99000000,93649.00000000,93648.99000000,93649.00000000,0.35462000
1735707360000,93649.00000000,93669.99000000,93648.99000000,93669.98000000,5.39030000
1735707420000,93669.98000000,93669.99000000,93669.98000000,93669.98000000,1.37790000
1735707480000,93669.99000000,93669.99000000,93597.00000000,93597.01000000,9.42466000
1735707540000,93597.01000000,93597.01000000,93500.00000000,93553.91000000,43.05506000
1735707600000,93553.91000000,93565.80000000,93547.40000000,93565.80000000,2.77839000
1735707660000,93565.79000000,93586.50000000,93565.79000000,93586.49000000,3.16280000
1735707720000,93586.50000000,93586.50000000,93586.49000000,93586.49000000,1.63852000
1735707780000,93586.50000000,93586.50000000,93586.49000000,93586.49000000,0.79032000
1735707840000,93586.50000000,93586.50000000,93586.49000000,93586.49000000,0.69191000
1735707900000,93586.50000000,93600.00000000,93586.49000000,93599.99000000,2.40947000
1735707960000,93600.00000000,93617.40000000,93599.99000000,93617.38000000,2.65236000
1735708020000,93617.38000000,93621.50000000,93601.83000000,93601.83000000,4.06652000
1735708080000,93601.83000000,93601.83000000,93588.76000000,93588.77000000,1.87391000
1735708140000,93588.77000000,93588.77000000,93581.20000000,93581.20000000,4.80068000
1735708200000,93581.20000000,93581.21000000,93581.20000000,93581.21000000,0.99298000
1735708260000,93581.20000000,93603.43000000,93581.20000000,93601.83000000,3.06062000
1735708320000,93601.83000000,93642.50000000,93601.82000000,93642.50000000,4.00335000
1735708380000,93642.50000000,93669.99000000,93642.49000000,93669.98000000,1.21628000
1735708440000,93669.99000000,93680.00000000,93638.50000000,93638.50000000,10.28620000
1735708500000,93638.50000000,93638.50000000,93614.50000000,93614.51000000,2.12104000
1735708560000,93614.50000000,93644.00000000,93614.50000000,93644.00000000,2.74678000
1735708620000,93644.00000000,93661.79000000,93643.99000000,93661.78000000,0.93168000
1735708680000,93661.78000000,93661.79000000,93645.05000000,93649.13000000,3.31596000
1735708740000,93649.13000000,93671.13000000,93649.12000000,93671.13000000,1.52422000
1735708800000,93671.12000000,93759.45000000,93671.12000000,93758.74000000,35.33395000
1735708860000,93758.75000000,93768.49000000,93700.00000000,93700.01000000,18.41888000
1735708920000,93700.01000000,93707.33000000,93700.00000000,93707.33000000,1.04164000
1735708980000,93707.32000000,93732.19000000,93707.32000000,93716.15000000,1.64897000
1735709040000,93716.14000000,93742.09000000,93716.14000000,93730.00000000,1.94404000
1735709100000,93730.01000000,93730.01000000,93729.99000000,93730.00000000,1.03337000
1735709160000,93730.00000000,93787.88000000,93729.99000000,93787.87000000,6.79761000
1735709220000,93787.88000000,93833.32000000,93784.81000000,93833.31000000,9.99831000
1735709280000,93833.32000000,93881.60000000,93833.31000000,93881.60000000,5.38930000
1735709340000,93881.61000000,93933.33000000,93881.61000000,93891.74000000,4.56572000
1735709400000,93891.74000000,93937.19000000,93891.73000000,93893.95000000,7.57794000
1735709460000,93893.96000000,93899.71000000,93887.21000000,93887.21000000,3.51579000
1735709520000,93887.22000000,93887.22000000,93876.00000000,93876.01000000,1.66755000
1735709580000,93876.00000000,93876.01000000,93872.04000000,93872.05000000,0.87413000
1735709640000,93872.05000000,93872.05000000,93840.00000000,93840.00000000,2.66822000
1735709700000,93840.00000000,93866.39000000,93833.59000000,93850.29000000,6.56803000
1735709760000,93850.29000000,93866.38000000,93850.10000000,93857.92000000,1.80933000
1735709820000,93857.93000000,93866.38000000,93857.92000000,93866.37000000,2.64468000
1735709880000,93866.38000000,93866.38000000,93856.67000000,93856.68000000,3.19032000
1735709940000,93856.68000000,93856.68000000,93821.01000000,93821.01000000,3.11714000
1735710000000,93821.01000000,93821.01000000,93799.25000000,93799.25000000,2.52305000
1735710060000,93799.26000000,93799.26000000,93799.25000000,93799.26000000,0.75392000
1735710120000,93799.26000000,93837.89000000,93799.25000000,93837.88000000,3.07215000
1735710180000,93837.89000000,93871.43000000,93837.89000000,93871.43000000,2.95160000
1735710240000,93871.43000000,93871.43000000,93857.65000000,93857.65000000,1.54035000
1735710300000,93857.66000000,93857.66000000,93850.21000000,93857.39000000,1.51643000
1735710360000,93857.38000000,93862.11000000,93836.27000000,93836.28000000,3.69917000
1735710420000,93836.27000000,93836.28000000,93836.27000000,93836.28000000,0.79271000
