Timestamp,Open,High,Low,Close,Volume
82,113.25,113.43,112.98,113.22,500
83,113.22,113.89,112.88,113.17,500
84,113.17,113.79,112.99,113.27,500
85,113.27,114.11,112.76,112.98,500
86,112.98,113.60,112.53,112.67,500
87,112.67,112.70,111.95,112.65,500
88,112.65,113.20,111.84,112.62,500
89,112.62,112.80,111.77,112.49,500
90,112.49,113.31,111.55,112.71,500
91,112.71,114.22,112.66,113.29,500
92,113.29,114.63,112.66,113.75,500
93,113.75,114.35,113.47,113.58,500
94,113.58,113.73,112.89,113.45,500
95,113.45,114.17,112.65,113.26,500
96,113.26,114.43,113.05,113.63,500
97,113.63,114.10,112.72,113.95,500
98,113.95,114.80,113.91,114.17,500
99,114.17,115.49,113.52,114.62,500
100,114.62,115.23,113.62,115.14,500
101,115.14,116.03,115.06,115.31,500
102,115.31,115.84,114.72,115.31,500
103,115.31,115.55,114.13,115.08,500
104,115.08,116.18,115.05,115.31,500
105,115.31,115.42,114.12,115.00,500
106,115.00,115.15,113.95,114.79,500
107,114.79,115.30,114.22,114.61,500
108,114.61,115.67,114.17,114.76,500
109,114.76,115.12,114.14,114.44,500
110,114.44,114.45,114.09,114.10,500
111,114.10,115.04,113.61,114.73,500
112,114.73,115.42,114.06,114.50,500
113,114.50,115.45,114.31,114.63,500
114,114.63,115.22,113.75,114.31,500
115,114.31,114.39,113.93,114.22,500
116,114.22,115.28,113.70,114.74,500
117,114.74,115.40,113.84,114.56,500
118,114.56,115.72,113.97,115.02,500
119,115.02,115.30,114.21,115.28,500
120,115.28,115.89,115.11,115.57,500
121,115.57,115.68,115.28,115.50,500
122,115.50,116.70,114.95,116.09,500
123,116.09,117.20,115.68,116.28,500
124,116.28,117.03,115.94,116.38,500
125,116.38,116.83,115.46,116.68,500
126,116.68,117.40,115.87,117.15,500
127,117.15,117.31,116.13,116.95,500
128,116.95,118.23,116.59,117.38,500
129,117.38,117.55,116.72,117.33,500
130,117.33,118.39,116.66,117.89,500
131,117.89,119.00,117.39,118.16,500
132,118.16,118.90,117.33,117.81,500
133,117.81,118.13,117.31,117.80,500
134,117.80,118.52,117.18,118.19,500
135,118.19,118.90,117.94,117.94,500
136,117.94,118.12,117.38,117.97,500
137,117.97,119.08,117.19,118.29,500
138,118.29,119.42,118.12,118.93,500
139,118.93,119.44,118.67,118.94,500
140,118.94,120.11,118.51,119.46,500
141,119.46,120.69,119.05,120.06,500
142,120.06,121.27,119.25,120.45,500
143,120.45,121.59,120.05,120.94,500
144,120.94,121.51,120.01,121.03,500
145,121.03,121.43,120.19,121.01,500
146,121.01,121.69,120.73,120.86,500
147,120.86,121.78,120.85,120.86,500
148,120.86,121.09,119.86,120.56,500
149,120.56,121.74,120.21,121.12,500
150,121.12,121.76,120.85,121.10,500
151,121.10,121.56,120.29,120.96,500
152,120.96,121.76,119.96,120.66,500
153,120.66,121.02,119.62,120.51,500
154,120.51,121.05,119.85,120.36,500
155,120.36,120.59,119.86,120.17,500
156,120.17,121.32,120.09,120.67,500
157,120.67,120.83,119.85,120.66,500
158,120.66,121.18,119.73,120.45,500
159,120.45,121.42,120.05,120.53,500
160,120.53,121.72,120.32,120.89,500
161,120.89,121.50,120.88,120.99,500
162,120.99,121.21,120.77,120.79,500
163,120.79,121.07,120.07,120.69,500
164,120.69,121.68,120.14,120.45,500
165,120.45,120.61,119.95,120.34,500
166,120.34,121.38,119.34,120.49,500
167,120.49,120.60,119.53,120.54,500
168,120.54,121.52,119.98,120.46,500
169,120.46,120.62,119.51,120.54,500
170,120.54,121.77,119.64,121.15,500
171,121.15,121.64,120.57,121.10,500
172,121.10,122.18,121.07,121.44,500
173,121.44,121.60,121.43,121.58,500
174,121.58,122.18,121.16,121.53,500
175,121.53,121.88,121.36,121.65,500
176,121.65,122.70,121.29,121.80,500
177,121.80,122.73,121.78,121.78,500
178,121.78,122.15,121.00,121.84,500
179,121.84,122.02,121.20,121.72,500
180,121.72,122.62,121.58,121.91,500
181,121.91,122.20,120.95,121.62,500
182,121.62,122.80,121.13,121.98,500
183,121.98,122.97,121.56,122.42,500
184,122.42,122.44,121.54,122.43,500
185,122.43,123.17,121.97,123.07,500
186,123.07,124.12,122.32,123.32,500
187,123.32,124.25,123.09,123.27,500
188,123.27,124.14,122.58,123.51,500
189,123.51,124.96,123.33,124.06,500
190,124.06,124.91,123.50,124.46,500
191,124.46,125.57,124.16,124.61,500
192,124.61,125.36,124.31,125.12,500
193,125.12,126.24,124.71,125.47,500
194,125.47,126.51,125.12,125.80,500
195,125.80,127.36,124.88,126.40,500
196,126.40,126.81,125.96,126.17,500
197,126.17,126.82,125.76,126.14,500
198,126.14,126.79,125.36,126.56,500
199,126.56,127.65,125.89,127.17,500
200,127.17,128.61,126.25,127.80,500
